SalesOrderID;OrderDate;DueDate;ShipDate;SalesOrderNumber;AccountNumber;CustomerID;TerritoryID;Subtotal;TaxAmt;Freight;TotalDue;Comment
81314;2020-06-17 08:14:10;2023-09-05 12:25:43;2023-12-11 04:24:13;SO44122;42-3255-58813;70645;40;3922,18;197,38;910,49;1226,86;Comment 1147
56302;2022-12-07 23:30:44;2023-03-30 14:59:08;2021-05-22 19:40:05;SO63974;84-8862-18518;34548;16;8898,37;359,49;480,21;6402,16;Comment 1148
93687;2023-08-13 09:50:27;2021-09-24 10:59:54;2023-09-06 10:07:34;SO51389;69-1886-36823;99679;35;7137,82;20,94;536,28;3236,2;Comment 1149
77874;2021-08-12 09:46:34;2020-01-03 14:54:43;2021-08-20 13:29:55;SO98145;81-3143-56523;24069;21;1881,94;112,96;344,68;9766,12;Comment 1150
98399;2020-02-19 19:06:45;2022-02-24 19:02:19;2020-05-22 21:23:57;SO95598;16-3417-49054;78504;16;3141,59;279,6;602,98;5931,27;Comment 1151
26415;2022-04-12 20:55:49;2021-07-27 10:18:27;2023-08-09 10:24:29;SO19841;75-3751-62094;53511;29;8018,98;205,66;761,23;7953,91;Comment 1152
43102;2022-07-08 10:37:38;2022-08-04 01:57:54;2020-12-19 08:31:04;SO45113;33-1973-80101;21546;26;9415,37;267,94;72,38;10141,36;Comment 1153
37136;2023-12-09 10:29:47;2020-10-11 23:48:00;2021-02-07 16:10:50;SO11488;74-2176-61667;82604;9;3162,33;83,07;733,17;18051,2;Comment 1154
97244;2021-07-10 04:08:41;2021-01-30 17:31:00;2023-09-29 19:19:38;SO81086;78-5514-83427;61566;22;8348,25;369,27;102,99;12423,08;Comment 1155
66838;2021-01-29 00:29:42;2023-06-11 23:52:27;2023-01-19 01:28:20;SO80116;51-7602-22642;18684;27;5809,58;39,77;698,09;7320,85;Comment 1156
95099;2023-09-07 02:20:11;2023-03-27 15:06:14;2022-02-02 04:16:43;SO31902;51-7541-34141;93739;6;8298,12;23,42;434,95;10527,37;Comment 1157
10980;2022-12-12 20:11:23;2021-08-08 10:48:35;2023-10-04 08:16:34;SO92618;69-8859-80035;76983;29;2019,29;11,07;473,19;1954,24;Comment 1158
62648;2022-01-23 07:54:04;2023-10-22 21:12:09;2021-01-15 12:32:41;SO58601;23-8779-93758;61148;25;7502,17;250,17;372,59;15178,81;Comment 1159
77290;2022-07-17 03:15:27;2020-09-24 21:05:42;2020-04-02 03:19:16;SO23058;81-3143-56523;71431;50;6756,18;37,02;422,34;13115,26;Comment 1160
23802;2021-04-07 05:58:33;2021-08-05 00:10:20;2022-01-16 16:57:02;SO60576;61-5244-70735;25171;14;6481,18;35,86;226,87;6210;Comment 1161
28714;2020-08-20 20:57:36;2021-02-11 10:47:54;2020-12-03 23:26:00;SO10568;48-2823-67639;66443;50;3948,32;443,91;280,35;19716;Comment 1162
78889;2022-08-23 16:55:42;2021-06-09 00:05:06;2022-04-11 22:14:22;SO37239;86-5535-57031;25514;13;9180,02;362,89;914,91;6876,03;Comment 1163
91258;2020-10-13 05:46:16;2021-02-26 23:12:41;2021-04-26 16:38:26;SO58291;86-5535-57031;16694;31;6150,02;275,02;601,91;8846,93;Comment 1164
49397;2022-08-29 11:29:20;2022-12-15 16:48:41;2020-02-27 12:51:01;SO21042;72-3440-90827;39404;26;3523,28;168,41;430,48;11737,11;Comment 1165
36847;2020-02-28 01:49:28;2021-09-06 08:10:07;2021-05-19 23:01:59;SO49911;51-7541-34141;57829;25;8903,82;410,9;163,37;8886,75;Comment 1166
76818;2022-04-28 10:54:12;2021-07-12 07:41:27;2020-03-12 12:44:31;SO43459;86-5535-57031;45776;45;2627,95;175,45;247,32;14906,31;Comment 1167
60741;2020-09-08 04:30:08;2022-08-28 02:46:42;2021-11-04 02:26:05;SO14463;51-7602-22642;43306;32;1631,96;188,01;398,75;1398,34;Comment 1168
20049;2021-03-16 12:12:58;2021-08-21 10:49:08;2020-07-24 17:01:49;SO22037;84-8862-18518;86610;24;8519,21;339,72;338,02;5396,32;Comment 1169
93864;2023-06-28 12:28:38;2022-06-23 07:24:16;2020-02-27 01:31:27;SO91182;35-6579-94037;22664;49;5687,88;136,75;403,23;14431,26;Comment 1170
84325;2022-11-26 21:48:15;2021-01-23 21:21:25;2021-04-14 17:56:21;SO31333;92-2389-56247;48077;11;5717,52;260,49;905,22;2009,61;Comment 1171
35364;2022-03-05 06:07:22;2023-05-14 15:01:57;2023-06-15 15:32:31;SO73898;84-7460-34357;21298;38;3381,87;422,53;516,34;264,71;Comment 1172
42973;2020-09-26 07:21:12;2021-10-28 00:23:41;2021-01-07 01:11:50;SO65279;97-9859-86247;19541;29;9941,05;107,96;839,02;5931,27;Comment 1173
76550;2023-03-31 07:47:20;2020-06-18 15:24:09;2022-11-29 05:07:55;SO79981;84-7460-34357;51364;18;2992,73;322,32;374,43;4989,03;Comment 1174
34879;2023-11-08 00:25:14;2022-06-01 12:30:31;2023-06-05 21:16:52;SO79475;57-9057-83653;28175;50;9984,34;127,71;553,32;17612,85;Comment 1175
60651;2021-04-05 21:01:04;2022-10-26 11:01:44;2022-05-20 11:22:53;SO32328;84-8862-18518;71418;26;954,92;408,72;235,08;1077,41;Comment 1176
87965;2023-11-17 15:17:16;2022-10-07 13:56:21;2020-11-21 09:38:48;SO43345;40-5683-25279;87071;7;1858,49;153,69;34,55;4068,4;Comment 1177
93329;2021-11-01 10:22:01;2023-04-01 10:55:59;2022-07-26 02:57:20;SO58923;44-6968-96958;43634;20;2076,05;402,89;152,13;5532,53;Comment 1178
92735;2023-05-08 04:39:45;2020-05-04 20:37:30;2023-07-14 09:25:10;SO65342;35-6579-94037;37904;49;4429,8;55,38;852,1;9771,87;Comment 1179
14936;2023-06-04 09:27:24;2020-01-15 00:03:13;2021-07-17 01:39:57;SO81681;66-2881-24904;93762;10;7081,05;168,82;296,14;15510,96;Comment 1180
63165;2020-11-14 22:54:25;2021-10-08 15:10:07;2022-12-14 10:53:22;SO52376;17-6178-77430;44233;17;2357,02;209,19;766,06;8289,35;Comment 1181
78399;2022-10-14 07:36:55;2022-10-09 13:11:55;2020-06-15 05:02:16;SO93673;69-1886-36823;63385;4;6266,54;111,58;325,68;1808,45;Comment 1182
83023;2021-07-14 08:46:53;2021-10-22 17:20:12;2022-02-16 03:00:00;SO84936;23-8510-71623;27958;18;1416,39;390,87;558,94;15362,88;Comment 1183
15898;2023-11-19 19:43:31;2020-01-27 15:16:50;2023-01-20 17:36:47;SO38933;51-7602-22642;48231;17;4745,92;200,8;313,93;2862,61;Comment 1184
78627;2020-07-25 11:17:07;2021-04-02 05:28:19;2022-11-03 22:50:49;SO12454;33-1973-80101;37511;46;4418,5;326,87;551,98;214,65;Comment 1185
60126;2022-11-21 22:14:34;2023-03-20 06:17:18;2022-03-29 23:48:05;SO73468;75-7092-97988;53738;22;2104,42;278,63;16,31;159;Comment 1186
21125;2023-06-13 14:04:21;2022-12-02 04:32:36;2020-11-04 03:06:06;SO33262;48-2823-67639;67653;35;1431,33;275,52;923,09;11771,01;Comment 1187
43404;2020-01-20 09:53:41;2020-04-28 08:30:13;2023-03-25 09:01:13;SO37173;51-7602-22642;50979;32;633,19;23,16;655,81;18327,14;Comment 1188
75848;2020-09-25 04:30:26;2021-11-01 22:32:20;2020-11-19 16:02:54;SO13348;84-8862-18518;99811;42;409,8;456,18;446,68;17032,57;Comment 1189
37971;2022-12-10 05:34:48;2022-04-02 02:52:23;2020-10-12 09:33:20;SO35123;44-6968-96958;48541;26;7787,68;343,92;715,84;11595,44;Comment 1190
63138;2022-08-03 12:44:10;2020-04-17 11:47:08;2022-08-09 09:11:09;SO83363;57-9057-83653;15861;2;102,15;180,64;396,34;19361,65;Comment 1191
28783;2021-08-13 17:40:05;2021-06-30 02:26:38;2021-08-31 18:31:35;SO47019;33-1973-80101;14164;26;103,03;241,3;722,73;8614,77;Comment 1192
95109;2022-11-14 13:28:06;2020-09-16 19:24:32;2023-03-18 05:47:19;SO39945;35-6579-94037;89210;27;8330,97;119,87;514,76;11558,91;Comment 1193
28357;2023-03-18 16:02:52;2023-07-26 03:59:25;2023-11-12 12:52:04;SO77369;69-1886-36823;90187;45;5787,94;48,76;206,39;18974,26;Comment 1194
27794;2020-07-24 14:58:38;2020-12-19 23:34:07;2022-10-11 09:56:03;SO63072;76-6173-91169;46820;7;1061,08;91,23;405,73;3741,02;Comment 1195
78040;2021-12-28 04:47:36;2020-05-13 04:14:54;2021-06-19 23:32:13;SO15357;24-7081-87522;58262;20;2458,79;310,42;677,35;9207,79;Comment 1196
70603;2020-04-18 22:51:06;2021-11-11 11:10:45;2022-07-04 09:18:46;SO19022;69-8859-80035;22011;12;1440,23;480,08;210,56;2040,34;Comment 1197
97541;2021-09-20 19:25:18;2020-03-12 22:57:15;2023-05-26 22:58:34;SO74404;63-4608-21366;15709;9;7307,99;318,44;469,69;12486,14;Comment 1198
43181;2020-04-13 23:47:16;2022-05-17 21:51:44;2021-05-23 12:45:11;SO42407;74-3185-84739;13142;41;5581,16;346,42;683,75;13010,26;Comment 1199
86102;2022-07-15 13:46:03;2020-09-27 09:17:57;2022-06-22 19:03:11;SO76370;66-2881-24904;50703;42;6879,23;235,57;408,11;17979,55;Comment 1200
61250;2023-06-02 21:15:14;2020-10-17 05:07:01;2022-08-21 08:03:51;SO54854;35-6579-94037;49300;18;6455,57;160,96;88,14;456,87;Comment 1201
25336;2021-12-05 23:29:54;2021-01-24 13:35:00;2022-08-21 18:19:10;SO33766;84-7460-34357;56914;30;2398,91;301,77;993,72;4931,28;Comment 1202
51840;2022-05-06 18:12:31;2022-02-18 15:31:38;2023-07-26 18:52:12;SO97576;61-5244-70735;68530;23;8452,87;345,63;844,7;2575,11;Comment 1203
31788;2020-12-09 07:09:22;2021-04-26 13:49:02;2020-09-27 23:13:30;SO29688;72-3440-90827;88861;7;2482;47,25;495,34;19645,73;Comment 1204
71328;2022-09-25 06:55:04;2022-10-13 14:35:11;2023-02-16 23:34:00;SO76702;86-5535-57031;66147;31;2602,69;280,42;87,82;1561,74;Comment 1205
33028;2022-11-15 12:58:49;2023-08-01 21:38:25;2022-10-11 14:39:59;SO29645;96-7105-64379;27361;10;8161,81;240,35;956,27;5993,34;Comment 1206
64125;2021-05-17 19:40:12;2020-06-15 10:51:02;2020-04-06 03:51:30;SO20111;76-6173-91169;39166;19;5669,41;165,06;996,08;5356,72;Comment 1207
98818;2022-10-28 06:10:06;2021-02-03 18:35:11;2023-02-26 13:15:32;SO75613;61-5244-70735;43884;29;9242,64;477,54;248,01;4386,34;Comment 1208
54708;2022-11-14 13:58:48;2023-04-28 20:51:37;2022-11-11 15:03:54;SO14615;74-2176-61667;60035;20;5534,24;165,96;476,96;2319,33;Comment 1209
35366;2022-05-04 02:41:45;2021-03-04 11:22:53;2023-08-17 11:39:44;SO27467;61-5244-70735;14914;48;8626,93;244,84;954,22;6668,97;Comment 1210
34344;2022-10-04 01:25:19;2023-10-26 03:54:59;2022-05-20 06:05:18;SO47804;61-5244-70735;24531;14;2006,5;452,32;913,66;19817,14;Comment 1211
47818;2022-03-28 22:21:46;2022-05-01 08:46:31;2022-06-21 18:11:48;SO21606;30-1489-79011;28077;10;3311,5;114,81;129,58;17607,27;Comment 1212
19369;2020-03-07 03:43:02;2023-08-08 03:14:15;2020-11-12 22:59:39;SO68853;23-8510-71623;32269;29;4046,6;202,08;749,94;18908,45;Comment 1213
33571;2021-09-20 07:10:10;2020-02-08 21:53:53;2022-03-13 17:56:31;SO73187;84-8862-18518;46352;32;7523,19;490,86;317,58;2402,48;Comment 1214
36232;2020-08-30 17:03:51;2022-01-18 13:00:54;2021-01-10 05:20:37;SO22016;69-1886-36823;81339;42;5563,08;385,52;611,38;15193,94;Comment 1215
55806;2020-02-23 19:43:22;2023-12-12 00:45:44;2021-07-09 21:41:21;SO65472;72-3440-90827;67365;23;6505,97;292,62;11,66;3286,6;Comment 1216
80863;2022-04-04 18:49:05;2020-08-04 04:55:10;2023-04-23 23:12:43;SO94688;53-9319-74957;21441;1;6462,82;238,28;159,62;3445,91;Comment 1217
28397;2023-05-29 04:02:08;2023-09-22 14:47:47;2021-11-08 16:28:17;SO79625;74-3185-84739;30442;13;7771,65;294,18;415,34;4412,45;Comment 1218
22322;2022-05-17 07:11:55;2022-08-24 11:41:58;2023-02-23 11:54:48;SO42805;22-4444-25264;94934;34;3254,7;140,65;220,8;3419,17;Comment 1219
82235;2020-01-26 20:36:43;2021-04-19 10:27:34;2023-01-29 21:27:07;SO17191;83-7954-63932;56647;8;5365,59;340,66;21,66;15337,74;Comment 1220
52172;2020-05-27 17:01:00;2023-10-29 19:56:34;2021-04-17 10:02:03;SO58926;85-4116-52037;57049;22;1049,8;260,01;612,87;19613,55;Comment 1221
15175;2020-02-19 09:21:34;2021-09-30 02:16:56;2021-08-29 07:05:23;SO72956;85-4116-52037;90609;27;1156,44;330,47;440,18;19207,19;Comment 1222
48454;2021-01-09 21:02:42;2023-05-06 14:19:19;2023-08-01 08:57:31;SO25367;28-4123-84663;55014;50;9407,71;41,79;113,21;3616,5;Comment 1223
14180;2022-10-24 01:04:35;2020-03-09 18:47:52;2023-04-26 23:42:19;SO12289;44-6968-96958;43326;46;6688,72;442,91;959,32;12226,59;Comment 1224
98423;2023-04-19 04:14:49;2021-10-19 01:46:42;2023-12-13 20:23:40;SO22163;35-6579-94037;10845;40;4344,87;268,77;582,87;10262,79;Comment 1225
74921;2020-06-02 02:07:20;2021-09-18 10:15:49;2023-10-17 21:43:26;SO33313;83-7954-63932;52443;45;862,39;338,05;424,2;11895,04;Comment 1226
40163;2021-03-27 10:00:38;2022-09-13 18:32:18;2020-10-02 10:56:53;SO82746;63-4608-21366;80454;1;1982,15;147,95;884,82;8360,46;Comment 1227
48552;2023-05-18 01:57:07;2020-01-25 20:39:08;2022-01-18 10:23:01;SO89064;35-6579-94037;68339;26;9846,15;151,82;235,82;2709,65;Comment 1228
12821;2021-02-18 07:25:16;2023-12-04 07:54:48;2020-06-06 13:22:12;SO18506;24-7081-87522;21493;25;2667,47;366,33;312,99;19334,73;Comment 1229
76861;2022-05-03 16:41:41;2023-05-22 20:05:19;2020-04-29 21:10:49;SO90954;57-9057-83653;45597;24;4463,95;422,12;128,17;18647,39;Comment 1230
74555;2020-09-15 02:03:20;2020-10-25 02:54:34;2022-02-10 20:24:46;SO53350;75-7092-97988;20478;3;8612,67;299,14;160,17;2676,54;Comment 1231
90667;2022-05-25 09:41:00;2021-09-26 12:42:13;2023-04-07 04:58:14;SO42347;72-3440-90827;16161;15;7917,64;35,25;256,86;10730,48;Comment 1232
62716;2023-09-09 21:19:31;2021-11-21 02:44:21;2020-05-16 05:39:16;SO80565;74-2176-61667;17077;50;8338,65;146,64;217,71;782,47;Comment 1233
78037;2022-09-17 21:10:49;2022-11-25 17:39:28;2020-11-24 21:24:30;SO94885;53-9319-74957;83110;15;5583,88;109,53;465,39;5781,15;Comment 1234
56892;2022-06-28 09:48:57;2021-06-06 14:09:53;2022-12-07 11:27:05;SO81572;83-7954-63932;15231;11;8261,67;154,39;657,85;10147,88;Comment 1235
10734;2020-09-09 04:04:56;2021-09-17 01:31:22;2020-05-08 16:35:45;SO20402;49-7039-68376;10694;19;3285,65;404,78;772,64;6975,71;Comment 1236
33180;2022-07-14 22:28:25;2023-08-23 08:12:55;2023-07-04 13:38:38;SO76648;66-2881-24904;50679;7;4472,49;114,45;126,04;12081,48;Comment 1237
39240;2021-02-01 21:00:39;2022-05-01 10:05:14;2023-01-03 02:30:11;SO89195;33-1973-80101;21418;24;7417,24;350,27;635,33;13116,41;Comment 1238
37275;2020-06-30 01:54:33;2023-12-26 05:05:58;2021-04-19 03:52:39;SO71058;49-7039-68376;41722;36;575,85;116,21;932,11;7031,26;Comment 1239
62749;2022-08-04 21:31:00;2023-09-15 13:40:05;2023-05-20 04:38:08;SO56450;57-9057-83653;84845;48;8331,58;307,75;684,89;5182,54;Comment 1240
93299;2023-12-15 02:41:12;2020-11-08 15:22:08;2022-11-27 03:58:57;SO15558;63-4608-21366;27417;27;6057,93;81,06;270,13;14203,42;Comment 1241
32943;2022-11-27 05:18:33;2020-04-19 11:04:16;2020-07-20 15:30:31;SO69230;66-2881-24904;67029;3;1836,86;452,66;640,01;17435,34;Comment 1242
38633;2020-11-24 19:39:53;2023-07-06 01:39:51;2021-01-24 01:32:35;SO84458;66-2881-24904;71562;6;1579,31;101,56;379,81;6748,35;Comment 1243
64271;2023-03-10 10:07:33;2023-01-30 08:12:27;2022-07-29 02:55:28;SO90073;51-7602-22642;88532;50;1008,4;227,23;912,51;4777,63;Comment 1244
73540;2023-09-12 10:20:00;2022-07-15 17:55:53;2022-05-25 08:17:45;SO90282;60-7449-26711;32508;3;2933,87;129,77;521,29;14676,53;Comment 1245
26469;2021-03-12 18:16:04;2021-10-24 06:58:34;2020-05-27 14:53:01;SO59846;98-8354-24626;22754;37;9269,91;403,9;82,99;9303,11;Comment 1246
49996;2022-12-31 20:31:33;2022-10-29 15:02:18;2022-04-22 03:23:39;SO70415;23-8779-93758;13346;38;5380,45;295,02;958,63;1986,35;Comment 1247
60572;2020-07-06 11:26:46;2022-12-14 16:42:09;2020-02-04 04:27:45;SO75646;22-4444-25264;76471;3;7190,78;51,24;13,31;6726,26;Comment 1248
11025;2021-11-24 04:58:12;2020-04-29 14:36:27;2020-12-15 17:53:10;SO72310;61-5244-70735;47845;12;6463,15;205,92;596,99;19433,59;Comment 1249
41375;2021-12-06 22:27:31;2021-05-05 11:38:15;2020-06-29 11:34:14;SO22811;72-3440-90827;77202;24;5660,72;450,97;434,53;363,24;Comment 1250
42004;2020-11-09 04:56:21;2022-12-16 09:02:48;2020-04-09 11:53:35;SO15446;51-7602-22642;15151;24;8572,52;257,79;970,04;8388,27;Comment 1251
67869;2021-10-26 16:55:56;2021-09-09 05:11:57;2020-03-07 19:00:14;SO46589;17-6178-77430;97741;36;7062,85;192,49;389,96;18493,02;Comment 1252
10674;2023-03-12 11:41:44;2020-02-05 20:35:14;2023-11-01 16:00:23;SO49217;96-7105-64379;78951;19;5424,22;289,3;838,08;1838,81;Comment 1253
93562;2021-11-18 03:55:23;2021-12-23 19:13:03;2020-01-13 13:21:03;SO47723;98-8354-24626;99168;10;7965,05;357,37;818,5;11167,44;Comment 1254
20072;2021-02-28 11:35:18;2020-04-19 04:12:49;2020-02-26 17:18:10;SO87203;33-1973-80101;29185;23;2767,54;314,64;941,06;17447,54;Comment 1255
96740;2020-03-02 16:50:35;2021-06-09 17:27:40;2020-10-08 18:00:59;SO12540;83-7954-63932;89526;47;9683,32;78,64;109,37;3041,56;Comment 1256
32465;2023-10-23 04:18:15;2020-02-19 21:02:16;2023-09-08 09:06:33;SO54382;17-6178-77430;84690;42;353,59;262,54;410,01;9501,16;Comment 1257
71594;2023-01-17 20:11:22;2023-05-30 16:37:30;2023-12-12 17:43:36;SO94432;23-8510-71623;14156;37;7408,98;273,69;855,65;1517,27;Comment 1258
12617;2020-12-14 03:04:22;2022-04-26 01:20:55;2022-10-10 03:47:41;SO65842;81-3143-56523;89486;45;6778,28;10,21;681,32;8431,38;Comment 1259
56582;2020-01-05 13:14:39;2023-03-25 01:26:02;2021-07-07 16:29:48;SO28570;51-7541-34141;53095;2;2016,02;110,01;516,11;6825,06;Comment 1260
93574;2020-05-25 19:48:55;2021-10-24 12:17:56;2023-05-29 19:14:04;SO66871;29-3530-22517;63821;47;9619,15;206,22;882,82;173,77;Comment 1261
60471;2021-08-20 09:04:11;2023-07-17 13:24:36;2021-05-03 15:25:08;SO26875;66-4277-92738;13545;41;6262,28;336,98;109,45;2184,71;Comment 1262
17343;2021-04-17 18:11:35;2023-10-29 03:03:28;2020-07-16 22:23:18;SO58690;51-7541-34141;54755;50;3868,53;142,4;238,97;6204,15;Comment 1263
82948;2020-07-24 08:11:53;2020-11-14 06:32:56;2021-10-23 12:02:12;SO63476;35-6579-94037;29551;46;7828,29;184,8;677,62;8310,52;Comment 1264
98782;2021-06-12 08:16:55;2022-08-15 09:34:52;2021-04-18 14:41:07;SO82680;76-6173-91169;15850;7;4380,57;91,75;780,42;4277,3;Comment 1265
38382;2021-07-21 07:18:39;2023-12-07 06:25:50;2020-12-19 01:07:29;SO91686;69-1886-36823;39935;8;1142,12;497,9;924,08;14888,98;Comment 1266
46082;2021-02-09 01:37:57;2022-10-07 06:56:55;2022-03-10 18:03:20;SO27746;40-2409-67736;89482;15;9652,95;237,77;663,1;2784,23;Comment 1267
57265;2022-02-22 00:38:30;2022-07-15 22:09:51;2023-07-21 21:02:24;SO96360;72-3440-90827;15406;50;8932,94;484,74;249,19;18529,3;Comment 1268
65763;2020-11-03 03:38:41;2020-09-15 18:30:02;2022-10-11 15:55:41;SO88024;48-2823-67639;40981;48;2529,01;379,09;573,42;17894,05;Comment 1269
64876;2021-10-11 03:01:23;2021-01-30 06:12:39;2021-09-13 02:58:43;SO95597;97-9859-86247;68753;22;8546,1;446,58;761,88;10885,23;Comment 1270
85405;2021-05-17 00:53:31;2022-01-27 08:03:12;2022-10-13 03:04:25;SO63791;44-6968-96958;21199;39;5066,73;33,01;387,18;4146,12;Comment 1271
37395;2021-04-26 16:13:19;2022-12-15 16:21:43;2021-12-08 01:54:17;SO83078;40-2409-67736;98282;13;6822,35;47,2;285,93;14183,88;Comment 1272
13685;2022-05-29 03:04:41;2021-07-15 03:23:43;2020-04-30 19:24:59;SO76635;86-5535-57031;43302;33;1619,46;60,39;964,62;5610,39;Comment 1273
43727;2020-06-22 02:42:21;2021-06-02 08:13:18;2022-10-12 22:32:05;SO85394;78-5267-32468;96922;33;6794,7;392,55;494,57;8892,93;Comment 1274
59637;2021-06-30 10:17:34;2022-11-04 11:42:07;2023-12-06 11:15:36;SO63401;76-6173-91169;81293;50;676,05;150,78;118,78;5541,79;Comment 1275
99723;2023-10-19 03:34:47;2020-10-13 14:40:14;2020-01-13 19:58:07;SO19468;30-1489-79011;39465;14;736,36;253,63;863,42;6730,84;Comment 1276
92904;2020-01-23 19:16:31;2022-09-26 05:04:10;2021-01-02 02:39:49;SO76116;51-7602-22642;77095;22;3882,11;23,2;220,97;5548,75;Comment 1277
38656;2022-12-24 06:42:09;2022-06-30 04:36:42;2022-01-24 20:49:56;SO42705;33-1973-80101;87914;28;4077,55;61,47;199,91;11543,97;Comment 1278
67298;2022-08-03 18:21:08;2022-04-15 16:13:13;2023-11-27 05:00:31;SO54895;72-3440-90827;48895;48;9905,01;109,86;82,7;1563,11;Comment 1279
75624;2022-09-08 04:57:41;2023-03-19 09:26:12;2022-05-30 06:44:48;SO16860;30-1489-79011;80011;30;4297,06;484,25;180,56;15936,29;Comment 1280
91569;2023-09-13 05:46:45;2022-11-15 03:09:00;2023-02-23 13:15:44;SO13261;86-5535-57031;86140;38;8605,09;263,56;596,82;4051,19;Comment 1281
18536;2020-03-03 00:39:03;2020-06-17 08:41:22;2021-07-16 20:10:59;SO53578;74-2176-61667;99681;2;1466,83;55,84;410,66;1051,88;Comment 1282
80630;2022-01-12 21:24:21;2022-04-01 19:35:11;2023-03-07 22:13:35;SO81995;69-8859-80035;92206;14;6485,81;49,67;796,89;19027,77;Comment 1283
71876;2021-11-18 09:07:50;2020-09-15 00:56:13;2022-06-01 03:09:51;SO95189;84-8862-18518;77591;6;9651,67;127,27;365,31;13768,75;Comment 1284
18363;2023-11-11 22:08:34;2021-07-14 04:21:35;2022-12-15 10:48:40;SO58176;44-6968-96958;58209;50;6677,53;31,21;642,81;2990,37;Comment 1285
12059;2023-05-23 22:21:49;2023-02-17 04:04:34;2021-05-10 06:54:03;SO80013;29-3530-22517;81226;29;1870,57;195,51;789,62;15358,58;Comment 1286
87758;2023-02-20 14:08:06;2022-09-05 16:31:52;2021-12-25 06:28:04;SO93483;63-4608-21366;78914;19;5845,72;294,73;436,4;10059,65;Comment 1287
29038;2022-10-29 18:19:07;2022-11-14 13:44:26;2020-08-30 13:48:42;SO52090;74-3185-84739;11831;36;5113,27;335,99;53,56;6642,72;Comment 1288
15059;2022-05-24 10:00:15;2021-10-02 08:32:32;2021-04-14 05:19:10;SO51227;16-3417-49054;60588;44;8063,79;475,06;363,46;2764;Comment 1289
46072;2023-01-31 20:16:22;2023-03-13 06:53:45;2022-08-08 21:47:13;SO55475;28-6393-31125;70695;17;3707,92;65,86;459,52;19212,03;Comment 1290
80735;2023-10-13 04:03:02;2022-03-02 09:33:02;2023-10-14 04:25:22;SO37004;66-4277-92738;61441;3;8697,88;405,16;550,31;12306,72;Comment 1291
46875;2021-07-20 02:31:04;2021-07-03 09:52:44;2020-07-27 07:54:49;SO91948;92-2389-56247;74651;16;7332,05;192,03;77,02;1705,93;Comment 1292
56234;2022-12-02 06:40:11;2020-01-31 08:44:21;2020-08-10 15:02:33;SO95756;74-3185-84739;49877;5;5342,07;305,9;48,27;10146,69;Comment 1293
33279;2020-11-06 14:55:42;2023-09-03 13:52:23;2021-12-17 21:51:33;SO56825;44-6968-96958;98223;45;9056,19;377,97;274,3;13049,98;Comment 1294
38325;2021-12-13 18:24:06;2021-02-08 11:18:22;2021-03-15 11:56:37;SO20362;16-3417-49054;99404;12;9788,62;219,97;325,37;13222,13;Comment 1295
14400;2022-02-04 20:22:49;2022-07-11 02:58:11;2020-01-02 18:18:26;SO41782;17-6178-77430;67029;45;9526,58;419,68;678,74;18241,74;Comment 1296
58835;2022-09-08 08:31:42;2020-12-01 10:55:49;2022-01-24 01:33:40;SO27791;83-7954-63932;47970;46;477,99;156,73;745,05;8245,95;Comment 1297
87204;2021-11-11 08:20:21;2023-05-05 20:38:02;2020-11-22 06:18:30;SO83600;75-3751-62094;14064;12;2758,54;441,65;735,71;16693,84;Comment 1298
61913;2020-05-19 12:18:30;2020-12-15 17:04:51;2020-10-22 15:06:54;SO49267;78-5514-83427;93754;6;4203,22;106,72;441,95;990,72;Comment 1299
62695;2021-10-28 08:59:59;2022-09-10 17:12:31;2022-10-29 22:09:55;SO27956;98-8354-24626;11043;3;748,9;303,24;97,22;16576,13;Comment 1300
59944;2023-01-19 08:14:28;2023-08-27 10:39:20;2020-09-04 08:26:37;SO96294;66-4277-92738;46198;21;2434,69;166,18;525,91;17380,51;Comment 1301
40538;2021-04-01 19:04:01;2020-08-16 11:47:04;2022-12-27 05:06:40;SO76262;66-4277-92738;29785;13;3990,41;351,24;806,74;11127,02;Comment 1302
74535;2021-01-01 21:23:09;2020-03-30 02:54:06;2023-02-13 21:00:21;SO30194;53-9319-74957;99657;39;4215,09;363,13;154,6;7064,77;Comment 1303
37752;2023-11-08 00:35:22;2020-03-17 08:48:01;2023-08-19 12:11:39;SO55662;57-9057-83653;45719;24;9610,2;251,4;437,56;8888,08;Comment 1304
25141;2022-05-31 01:46:43;2020-03-04 02:03:03;2022-11-17 03:07:56;SO20020;63-4608-21366;84732;26;3469,41;474,82;168,65;8169,97;Comment 1305
58337;2022-08-25 10:56:27;2023-03-06 06:15:18;2022-05-17 03:45:06;SO33957;29-3530-22517;38992;45;7907,26;314,08;371,61;17824,73;Comment 1306
23499;2022-02-11 05:11:55;2022-04-16 14:30:50;2023-05-19 15:34:07;SO84975;16-3417-49054;84852;10;2020,74;168,93;978,88;2668,42;Comment 1307
60874;2021-09-06 03:25:47;2022-10-25 03:04:49;2022-09-20 03:54:37;SO83414;74-3185-84739;46159;30;5033,4;209,45;25,89;19211,6;Comment 1308
92792;2022-10-12 05:30:28;2021-05-18 15:11:19;2021-09-08 15:47:15;SO39858;78-5267-32468;25574;25;6448,19;204,29;112,47;7020,33;Comment 1309
17362;2022-10-03 02:08:01;2021-12-01 13:56:21;2022-05-25 00:46:46;SO40334;51-7602-22642;14891;23;181,66;192,48;116,23;11250,35;Comment 1310
